Time,Buy Price
2020-05-31 03:54:54.910297,9569.02
2020-05-31 03:54:55.986049,9569.05
2020-05-31 03:54:56.992474,9569.04
2020-05-31 03:54:58.112007,9568.77
2020-05-31 03:54:59.217745,9568.81
2020-05-31 03:55:00.282241,9568.87
2020-05-31 03:55:01.304161,9568.95
2020-05-31 03:55:02.340551,9565.55
2020-05-31 03:55:03.407941,9567.52
2020-05-31 03:55:04.461344,9567.78
2020-05-31 03:55:05.579971,9568.0
2020-05-31 03:55:06.663971,9570.12
2020-05-31 03:55:07.771761,9570.66
2020-05-31 03:55:08.840106,9570.76
2020-05-31 03:55:09.938637,9570.98
2020-05-31 03:55:11.060151,9570.43
2020-05-31 03:55:12.113495,9570.03
2020-05-31 03:55:13.186436,9569.59
2020-05-31 03:55:14.281984,9569.07
2020-05-31 03:55:15.441535,9569.15
2020-05-31 03:55:16.508478,9567.92
2020-05-31 03:55:17.535110,9568.68
2020-05-31 03:55:18.600683,9570.49
2020-05-31 03:55:19.686922,9570.79
2020-05-31 03:55:20.760310,9570.79
2020-05-31 03:55:21.840073,9570.33
2020-05-31 03:55:22.957541,9568.92
2020-05-31 03:55:24.081994,9570.48
2020-05-31 03:55:25.186858,9570.74
2020-05-31 03:55:26.339352,9569.72
2020-05-31 03:55:27.381347,9570.34
2020-05-31 03:55:28.428058,9570.59
2020-05-31 03:55:29.490791,9569.84
2020-05-31 03:55:30.610960,9570.31
2020-05-31 03:55:31.729669,9570.14
2020-05-31 03:55:32.753956,9570.25
2020-05-31 03:55:33.807865,9570.56
2020-05-31 03:55:34.929032,9569.73
2020-05-31 03:55:36.095673,9569.7
2020-05-31 03:55:37.126857,9569.81
2020-05-31 03:55:38.198384,9569.69
2020-05-31 03:55:39.273046,9569.82
2020-05-31 03:55:40.385628,9570.23
2020-05-31 03:55:41.528340,9569.37
2020-05-31 03:55:42.530698,9569.36
2020-05-31 03:55:43.586575,9569.69
2020-05-31 03:55:44.699248,9569.75
2020-05-31 03:55:45.808060,9569.67
2020-05-31 03:55:46.911298,9570.03
2020-05-31 03:55:47.993953,9569.75
2020-05-31 03:55:49.083747,9569.57
2020-05-31 03:55:50.209021,9570.31
2020-05-31 03:55:51.285650,9570.27
2020-05-31 03:55:52.342800,9568.98
2020-05-31 03:55:53.458261,9569.63
2020-05-31 03:55:54.498114,9569.49
2020-05-31 03:55:55.616131,9570.02
2020-05-31 03:55:56.779330,9570.1
2020-05-31 03:55:57.848711,9569.11
2020-05-31 03:55:58.923744,9569.83
2020-05-31 03:56:00.014246,9569.55
2020-05-31 03:56:01.091717,9569.45
2020-05-31 03:56:02.212619,9570.57
2020-05-31 03:56:03.307253,9570.59
2020-05-31 03:56:04.363782,9569.27
2020-05-31 03:56:05.464139,9568.48
2020-05-31 03:56:06.544921,9568.48
2020-05-31 03:56:07.591289,9568.54
2020-05-31 03:56:08.600785,9568.62
2020-05-31 03:56:09.684823,9569.79
2020-05-31 03:56:10.756748,9569.79
2020-05-31 03:56:11.837912,9569.06
2020-05-31 03:56:12.881031,9569.21
2020-05-31 03:56:13.949932,9569.0
2020-05-31 03:56:15.046079,9569.08
2020-05-31 03:56:16.172204,9569.02
2020-05-31 03:56:17.213964,9569.02
2020-05-31 03:56:18.238268,9569.24
2020-05-31 03:56:19.297793,9568.89
2020-05-31 03:56:20.374144,9569.31
2020-05-31 03:56:21.523568,9569.43
2020-05-31 03:56:22.671751,9568.91
2020-05-31 03:56:23.725853,9568.51
2020-05-31 03:56:24.776943,9568.55
2020-05-31 03:56:25.865024,9568.81
2020-05-31 03:56:27.018030,9569.1
2020-05-31 03:56:28.069568,9569.22
2020-05-31 03:56:29.140967,9569.12
2020-05-31 03:56:30.302775,9569.01
2020-05-31 03:56:31.375022,9569.63
2020-05-31 03:56:32.416579,9569.28
2020-05-31 03:56:33.484553,9568.58
2020-05-31 03:56:34.585958,9568.21
2020-05-31 03:56:35.689227,9568.15
2020-05-31 03:56:36.835367,9574.88
2020-05-31 03:56:37.958859,9568.63
2020-05-31 03:56:38.981622,9568.46
2020-05-31 03:56:40.063188,9568.25
2020-05-31 03:56:41.172967,9568.49
2020-05-31 03:56:42.322214,9567.68
2020-05-31 03:56:43.345004,9567.72
2020-05-31 03:56:44.379901,9567.12
2020-05-31 03:56:45.467181,9567.75
2020-05-31 03:56:46.623637,9567.75
2020-05-31 03:56:47.672823,9567.5
2020-05-31 03:56:48.724385,9567.82
2020-05-31 03:56:49.795408,9568.56
2020-05-31 03:56:50.847809,9568.54
2020-05-31 03:56:51.931058,9568.53
2020-05-31 03:56:53.004019,9568.75
2020-05-31 03:56:54.105433,9568.8
2020-05-31 03:56:55.159910,9568.76
2020-05-31 03:56:56.314869,9569.58
2020-05-31 03:56:57.506696,9569.24
2020-05-31 03:56:58.599824,9568.0
2020-05-31 03:56:59.640133,9565.71
2020-05-31 03:57:00.690835,9566.68
2020-05-31 03:57:01.811904,9566.01
2020-05-31 03:57:02.970708,9566.88
2020-05-31 03:57:03.984180,9566.88
2020-05-31 03:57:05.003089,9567.85
2020-05-31 03:57:06.087485,9566.99
2020-05-31 03:57:07.206111,9567.07
2020-05-31 03:57:08.281287,9566.59
2020-05-31 03:57:09.382092,9568.53
2020-05-31 03:57:10.476278,9567.2
2020-05-31 03:57:11.554463,9568.97
2020-05-31 03:57:12.650217,9567.82
2020-05-31 03:57:13.792876,9567.25
2020-05-31 03:57:14.879681,9566.0
2020-05-31 03:57:16.023794,9565.97
2020-05-31 03:57:17.152468,9566.52
2020-05-31 03:57:18.237943,9566.09
2020-05-31 03:57:19.256657,9565.81
2020-05-31 03:57:20.311177,9565.91
2020-05-31 03:57:21.347405,9565.99
2020-05-31 03:57:22.481491,9565.99
2020-05-31 03:57:23.552401,9566.16
2020-05-31 03:57:24.601299,9566.16
2020-05-31 03:57:25.673529,9566.97
2020-05-31 03:57:26.760138,9567.12
2020-05-31 03:57:27.915370,9567.33
2020-05-31 03:57:29.053908,9567.04
2020-05-31 03:57:30.147506,9567.14
2020-05-31 03:57:31.171404,9567.14
2020-05-31 03:57:32.239620,9567.19
2020-05-31 03:57:33.455014,9566.46
2020-05-31 03:57:34.523902,9566.11
2020-05-31 03:57:35.536120,9566.29
2020-05-31 03:57:36.618779,9566.61
2020-05-31 03:57:37.738015,9567.23
2020-05-31 03:57:38.826657,9566.98
2020-05-31 03:57:39.847807,9566.58
2020-05-31 03:57:40.950305,9567.01
2020-05-31 03:57:42.019087,9565.84
2020-05-31 03:57:43.137891,9565.92
2020-05-31 03:57:44.241548,9566.4
2020-05-31 03:57:45.277173,9566.04
2020-05-31 03:57:46.348047,9565.49
2020-05-31 03:57:47.434368,9567.08
2020-05-31 03:57:48.651182,9566.2
2020-05-31 03:57:49.715877,9566.25
2020-05-31 03:57:50.735026,9566.25
2020-05-31 03:57:51.828381,9566.08
2020-05-31 03:57:52.917353,9565.44
2020-05-31 03:57:53.981942,9565.35
2020-05-31 03:57:55.066997,9565.78
2020-05-31 03:57:56.168960,9566.23
2020-05-31 03:57:57.245737,9566.09
2020-05-31 03:57:58.347621,9562.8
2020-05-31 03:57:59.529942,9562.92
2020-05-31 03:58:00.564051,9563.61
2020-05-31 03:58:01.606223,9565.16
2020-05-31 03:58:02.640746,9564.72
2020-05-31 03:58:03.796601,9564.05
2020-05-31 03:58:05.027748,9563.48
2020-05-31 03:58:06.080121,9567.08
2020-05-31 03:58:07.100143,9563.23
2020-05-31 03:58:08.163187,9563.23
2020-05-31 03:58:09.239893,9564.97
2020-05-31 03:58:10.241740,9564.45
2020-05-31 03:58:11.330711,9564.22
2020-05-31 03:58:12.446985,9563.52
2020-05-31 03:58:13.578902,9564.14
2020-05-31 03:58:14.619953,9564.05
2020-05-31 03:58:15.707615,9563.71
2020-05-31 03:58:16.764067,9561.5
2020-05-31 03:58:17.842815,9561.5
2020-05-31 03:58:18.968072,9561.44
2020-05-31 03:58:20.179836,9562.81
2020-05-31 03:58:21.185657,9563.21
2020-05-31 03:58:22.223135,9563.14
2020-05-31 03:58:23.290912,9562.94
2020-05-31 03:58:24.494876,9562.91
2020-05-31 03:58:25.594543,9562.74
2020-05-31 03:58:26.645763,9562.48
2020-05-31 03:58:27.657536,9562.49
2020-05-31 03:58:28.709949,9562.64
2020-05-31 03:58:29.812923,9562.64
2020-05-31 03:58:30.918312,9562.75
2020-05-31 03:58:32.002892,9563.13
2020-05-31 03:58:33.055198,9562.71
2020-05-31 03:58:34.175653,9562.99
2020-05-31 03:58:35.261828,9563.33
2020-05-31 03:58:36.366866,9563.49
2020-05-31 03:58:37.448198,9564.83
2020-05-31 03:58:38.607126,9567.37
2020-05-31 03:58:39.771807,9566.51
2020-05-31 03:58:40.871961,9565.03
2020-05-31 03:58:41.914254,9565.03
2020-05-31 03:58:42.946631,9564.56
2020-05-31 03:58:44.033838,9564.56
2020-05-31 03:58:45.166430,9563.53
2020-05-31 03:58:46.191542,9562.98
2020-05-31 03:58:47.224948,9563.64
2020-05-31 03:58:48.261579,9563.78
2020-05-31 03:58:49.301323,9565.14
2020-05-31 03:58:50.412304,9564.69
2020-05-31 03:58:51.537868,9564.98
2020-05-31 03:58:52.623421,9565.14
2020-05-31 03:58:53.713979,9565.21
2020-05-31 03:58:54.895341,9565.04
2020-05-31 03:58:56.019786,9564.93
2020-05-31 03:58:57.086260,9565.65
2020-05-31 03:58:58.105236,9565.71
2020-05-31 03:58:59.268588,9565.9
2020-05-31 03:59:00.339926,9565.98
2020-05-31 03:59:01.448269,9566.06
2020-05-31 03:59:02.567680,9565.59
2020-05-31 03:59:03.637015,9566.92
2020-05-31 03:59:04.707660,9567.78
2020-05-31 03:59:05.826467,9567.68
