Time,Sell Price
2020-05-31 03:53:41.202091,9561.31
2020-05-31 03:53:42.271176,9561.33
2020-05-31 03:53:43.425311,9561.31
2020-05-31 03:53:44.446815,9561.31
2020-05-31 03:53:45.608928,9561.31
2020-05-31 03:53:46.700283,9561.31
2020-05-31 03:53:47.814140,9559.37
2020-05-31 03:53:48.859295,9558.99
2020-05-31 03:53:49.944717,9559.72
2020-05-31 03:53:51.047167,9559.72
2020-05-31 03:53:52.141939,9560.91
2020-05-31 03:53:53.181814,9559.88
2020-05-31 03:53:54.322403,9559.46
2020-05-31 03:53:55.355274,9559.99
2020-05-31 03:53:56.427158,9559.75
2020-05-31 03:53:57.516310,9560.16
2020-05-31 03:53:58.702069,9561.58
2020-05-31 03:53:59.752366,9561.33
2020-05-31 03:54:00.815251,9562.53
2020-05-31 03:54:01.859460,9561.66
2020-05-31 03:54:02.926140,9561.92
2020-05-31 03:54:04.015489,9561.49
2020-05-31 03:54:05.011439,9561.49
2020-05-31 03:54:06.018449,9561.49
2020-05-31 03:54:07.000447,9561.49
2020-05-31 03:54:08.084721,9561.49
2020-05-31 03:54:09.110581,9561.49
2020-05-31 03:54:10.108689,9561.49
2020-05-31 03:54:11.215785,9560.42
2020-05-31 03:54:12.289588,9560.55
2020-05-31 03:54:13.408311,9561.79
2020-05-31 03:54:14.540544,9560.79
2020-05-31 03:54:15.642047,9560.75
2020-05-31 03:54:16.662995,9560.75
2020-05-31 03:54:17.820552,9560.6
2020-05-31 03:54:19.008462,9560.44
2020-05-31 03:54:20.191847,9559.9
2020-05-31 03:54:21.271694,9559.87
2020-05-31 03:54:22.356820,9559.37
2020-05-31 03:54:23.498499,9559.55
2020-05-31 03:54:24.585053,9559.34
2020-05-31 03:54:25.671853,9560.32
2020-05-31 03:54:26.808985,9560.41
2020-05-31 03:54:27.859568,9560.89
2020-05-31 03:54:28.930512,9560.81
2020-05-31 03:54:30.032479,9557.41
2020-05-31 03:54:31.120913,9559.29
2020-05-31 03:54:32.223394,9559.7
2020-05-31 03:54:33.281381,9559.67
2020-05-31 03:54:34.472096,9559.67
2020-05-31 03:54:35.517098,9559.09
2020-05-31 03:54:36.596373,9559.46
2020-05-31 03:54:37.689326,9559.41
2020-05-31 03:54:38.834779,9558.72
2020-05-31 03:54:39.893641,9558.66
2020-05-31 03:54:40.929982,9557.96
2020-05-31 03:54:41.983750,9557.96
2020-05-31 03:54:43.056945,9558.38
2020-05-31 03:54:44.158054,9558.31
2020-05-31 03:54:45.320644,9557.97
2020-05-31 03:54:46.379247,9558.5
2020-05-31 03:54:47.430983,9557.87
2020-05-31 03:54:48.501039,9557.9
2020-05-31 03:54:49.621942,9559.01
