Time,Market Price
2020-05-31 03:59:04.036287,9561.18
2020-05-31 03:59:05.170192,9562.04
2020-05-31 03:59:06.226703,9562.0
2020-05-31 03:59:07.307833,9561.68
2020-05-31 03:59:08.351922,9561.8
2020-05-31 03:59:09.493789,9561.91
2020-05-31 03:59:10.637926,9562.03
2020-05-31 03:59:11.741080,9562.06
2020-05-31 03:59:12.781424,9562.22
2020-05-31 03:59:13.830318,9562.33
2020-05-31 03:59:14.922487,9562.42
2020-05-31 03:59:16.072979,9562.5
2020-05-31 03:59:17.135508,9562.32
2020-05-31 03:59:18.176862,9562.34
2020-05-31 03:59:19.216948,9562.33
2020-05-31 03:59:20.295872,9562.29
2020-05-31 03:59:21.435979,9562.32
2020-05-31 03:59:22.484737,9562.41
2020-05-31 03:59:23.601465,9562.31
2020-05-31 03:59:24.721819,9562.3
2020-05-31 03:59:25.806217,9562.35
2020-05-31 03:59:26.857934,9562.36
2020-05-31 03:59:27.966553,9561.95
2020-05-31 03:59:29.027074,9561.93
2020-05-31 03:59:30.218211,9562.45
2020-05-31 03:59:31.307194,9562.45
2020-05-31 03:59:32.315779,9562.45
2020-05-31 03:59:33.349139,9562.45
2020-05-31 03:59:34.344085,9562.45
2020-05-31 03:59:35.386167,9562.45
2020-05-31 03:59:36.646875,9562.53
2020-05-31 03:59:37.725450,9561.99
2020-05-31 03:59:38.848679,9562.73
2020-05-31 03:59:39.913104,9562.76
2020-05-31 03:59:40.956902,9562.82
2020-05-31 03:59:42.069066,9561.71
2020-05-31 03:59:43.216309,9554.83
2020-05-31 03:59:44.293456,9555.36
2020-05-31 03:59:45.415730,9562.35
2020-05-31 03:59:46.535828,9562.47
2020-05-31 03:59:47.567644,9562.66
2020-05-31 03:59:48.606471,9564.09
2020-05-31 03:59:49.708459,9562.32
2020-05-31 03:59:50.764211,9562.15
2020-05-31 03:59:51.884720,9562.41
2020-05-31 03:59:52.923383,9562.17
2020-05-31 03:59:53.986484,9562.28
2020-05-31 03:59:55.057721,9562.22
2020-05-31 03:59:56.097481,9562.45
2020-05-31 03:59:57.204625,9562.55
2020-05-31 03:59:58.268551,9562.76
2020-05-31 03:59:59.410204,9561.88
2020-05-31 04:00:00.576592,9562.26
2020-05-31 04:00:01.753179,9561.87
2020-05-31 04:00:02.762467,9561.87
2020-05-31 04:00:03.769419,9561.87
2020-05-31 04:00:04.786124,9561.87
2020-05-31 04:00:05.865371,9561.87
2020-05-31 04:00:06.952422,9561.87
2020-05-31 04:00:07.962930,9561.87
2020-05-31 04:00:08.973191,9561.87
2020-05-31 04:00:10.037141,9561.87
2020-05-31 04:00:11.075214,9561.87
2020-05-31 04:00:12.145758,9561.87
2020-05-31 04:00:13.208284,9561.32
2020-05-31 04:00:14.219569,9561.32
2020-05-31 04:00:15.261298,9561.32
2020-05-31 04:00:16.353926,9561.43
2020-05-31 04:00:17.477271,9561.32
2020-05-31 04:00:18.612023,9561.16
2020-05-31 04:00:19.707098,9559.32
2020-05-31 04:00:20.894742,9557.44
2020-05-31 04:00:21.965836,9557.09
2020-05-31 04:00:23.011636,9557.09
2020-05-31 04:00:24.085416,9557.41
2020-05-31 04:00:25.138774,9559.56
2020-05-31 04:00:26.341586,9559.63
2020-05-31 04:00:27.461825,9558.95
2020-05-31 04:00:28.527091,9559.0
2020-05-31 04:00:29.579458,9558.58
2020-05-31 04:00:30.614189,9558.49
2020-05-31 04:00:31.690433,9558.9
2020-05-31 04:00:32.798555,9559.14
2020-05-31 04:00:33.867494,9559.28
2020-05-31 04:00:34.938301,9560.21
2020-05-31 04:00:35.942264,9560.21
2020-05-31 04:00:37.090248,9560.2
2020-05-31 04:00:38.222927,9558.18
2020-05-31 04:00:39.268745,9558.7
2020-05-31 04:00:40.312187,9558.37
2020-05-31 04:00:41.472326,9558.05
2020-05-31 04:00:42.609906,9557.51
2020-05-31 04:00:43.674977,9557.41
2020-05-31 04:00:44.753302,9559.01
2020-05-31 04:00:45.893755,9558.94
2020-05-31 04:00:46.977178,9558.78
2020-05-31 04:00:48.067275,9558.9
2020-05-31 04:00:49.150873,9559.31
2020-05-31 04:00:50.184333,9558.96
2020-05-31 04:00:51.241988,9558.09
2020-05-31 04:00:52.287635,9558.09
2020-05-31 04:00:53.397075,9558.21
2020-05-31 04:00:54.477277,9558.77
2020-05-31 04:00:55.555581,9559.08
2020-05-31 04:00:56.715545,9557.9
2020-05-31 04:00:57.813629,9557.38
2020-05-31 04:00:58.905433,9558.92
2020-05-31 04:00:59.974793,9558.63
2020-05-31 04:01:01.073885,9558.83
2020-05-31 04:01:02.171859,9559.44
2020-05-31 04:01:03.292244,9558.76
2020-05-31 04:01:04.351726,9558.37
2020-05-31 04:01:05.389275,9556.23
2020-05-31 04:01:06.460033,9555.7
2020-05-31 04:01:07.535385,9555.05
2020-05-31 04:01:08.613728,9555.85
2020-05-31 04:01:09.674564,9555.94
2020-05-31 04:01:10.727006,9555.98
2020-05-31 04:01:11.864996,9555.5
2020-05-31 04:01:12.972298,9555.74
2020-05-31 04:01:14.009634,9555.65
2020-05-31 04:01:15.071848,9555.16
2020-05-31 04:01:16.065545,9555.16
2020-05-31 04:01:17.219935,9555.22
2020-05-31 04:01:18.369384,9555.9
2020-05-31 04:01:19.468026,9556.11
2020-05-31 04:01:20.545212,9555.84
2020-05-31 04:01:21.589099,9555.92
2020-05-31 04:01:22.657605,9555.61
2020-05-31 04:01:23.838900,9555.82
2020-05-31 04:01:25.005740,9554.79
2020-05-31 04:01:26.057393,9554.58
2020-05-31 04:01:27.094215,9554.64
2020-05-31 04:01:28.136605,9555.54
2020-05-31 04:01:29.193159,9555.44
